,registrationDate,propertyDescription,leaseDateTerm,lesseeTitle,NOTE 1,NOTE 2,NOTE 3,NOTE 4
159,01.04.2010 Edged and numbered 4 in blue (part of),Flat 707 Landmark West Tower (seventh floor flat)  ,05.03.2010 999 years from 1.1.2009 ,EGL569853   ,,,,
160,01.04.2010 Edged and numbered 4 in blue (part of),Flat 1411 Landmark West Tower (fourteenth floor flat) ,05.03.2010 999 years from 1.1.2009 ,EGL569854   ,,,,
161,07.04.2010 Edged and numbered 4 in blue (part of),Flat 209 Landmark West Tower (second floor flat)  ,24.03.2010 999 years from 1.1.2009 ,EGL570017   ,,,,
162,08.04.2010 Edged and numbered 4 in blue (part of),Flat 1003 Landmark West Tower (tenth floor flat)  ,16.03.2010 999 years from 1.1.2009 ,EGL570058   ,,,,
163,08.04.2010 Edged and numbered 4 in blue (part of),Flat 904 Landmark West Tower (ninth floor flat)  ,05.03.2010 999 years from 1.1.2009 ,EGL570090   ,,,,
164,09.04.2010 Edged and numbered 4 in blue (part of),Flat 2106 Landmark West Tower (twenty first floor flat) ,26.02.2010 999 years from 1.1.2009 ,EGL570142   ,,,,
165,09.04.2010 Edged and numbered 1 in blue on supplementary plan 1,Parking space 74 Landmark West Tower (basement level)    ,26.02.2010 999 years from 1.1.2009   ,EGL570143     ,,,,
166,12.04.2010 Edged and numbered 4 in blue (part of ),Flat 2805 Landmark West Tower (twenty eighth floor flat)  ,12.03.2010 999 years from 1.1.2009  ,EGL570171    ,,,,
167,12.04.2010 Edged and numbered 2 in blue on supplementary plan 1,Parking space 76 (basement level)    ,12.03.2010 999 years from 1.1.2009   ,EGL570173     ,,,,
168,12.04.2010 Edged and numbered 4 in blue (part of),Flat 908 Landmark West Tower (ninth floor flat)  ,01.04.2010 999 years from 1.1.2009 ,EGL570194   ,,,,
169,13.04.2010 Edged and numbered 4 in blue (part of),Flat 1104 Landmark West Tower (eleventh floor flat)  ,16.02.2010 999 years from 1.1.2009 ,EGL570264   ,,,,
170,13.04.2010 Edged and numbered 4 in blue (part of),Flat 1907 Landmark West Tower (nineteenth floor flat) ,10.02.2010 999 years from 1.1.2009 ,EGL570265   ,,,,
171,14.04.2010 Edged and numbered 4 in blue (part of),Flat 1007 Landmark West Tower (tenth floor flat)  ,16.03.2010 999 years from 1.1.2009 ,EGL570322   ,,,,
172,15.04.2010 Edged and numbered 4 in blue (part of),Flat 501 Landmark West Tower (fifth floor flat)  ,24.02.2010 999 years from 1.1.2009 ,EGL570331   ,,,,
173,15.04.2010 Edged and numbered 4 in blue (part of),Flat 1901 Landmark West Tower (nineteenth floor flat) ,16.02.2010 999 years from 1.1.2009 ,EGL570333   ,,,,
174,15.04.2010 Edged and numbered 4 in blue (part of),Flat 1905 Landmark West Tower (nineteenth floor flat) ,16.02.2010 999 years from 1.1.2009 ,EGL570335   ,,,,
175,15.04.2010 Edged and numbered 4 in blue (part of),Flat 1906 Landmark West Tower (nineteenth floor flat) ,16.02.2010 999 years from 1.1.2009 ,EGL570336   ,,,,
176,15.05.2010 Edged and numbered 4 in blue (part of ),Flat 1305 Landmark West Tower (thirteenth floor flat)  ,25.03.2010 999 years from 1.1.2009  ,EGL570338    ,,,,
177,15.04.2010 Edged and numbered 4 in blue (part of),Flat 705 Landmark West Tower (seventh floor flat)  ,11.02.2010 999 years from 1.1.2009 ,EGL570340   ,,,,
178,15.04.2010 Edged and numbered 4 in blue (part of),Flat 1702 Landmark West Tower (seventeenth floor flat) ,08.01.2010 999 years from 1.1.2009 ,EGL570341   ,,,,
179,15.04.2010 Edged and numbered 3 in blue on supplementary plan 1,Parking space 15 Landmark West Tower (basement level)    ,11.02.2010 999 years from 1.1.2009   ,EGL570358     ,,,,
180,15.04.2010 Edged and numbered 4 in blue (part of),Flat 2808 Landmark West Tower (twenty eighth floor flat) ,23.03.2010 999 years from 1.1.2009 ,EGL570362   ,,,,
181,15.04.2010 Edged and numbered 4 in blue (part of),Flat 2809 Landmark West Tower (twenty eighth floor flat) ,15.03.2010 999 years from 1.1.2009 ,EGL570363   ,,,,
182,19.04.2010 Edged and numbered 4 in blue (part of),Flat 2801 Landmark West Tower (twenty eighth floor flat) ,04.03.2010 999 years from 1.1.2009 ,EGL570459   ,,,,
183,19.04.2010 Edged and numbered 4 in blue on supplementary plan 1,Parking space 63 Landmark West Tower (basement level)    ,04.03.2010 999 years from 1.1.2009   ,EGL570462     ,,,,
184,20.04.2010 Edged and numbered 4 in blue (part of),Flat 1810 Landmark West Tower (eighteenth floor flat) ,25.02.2010 999 years from 1.1.2009 ,EGL570549   ,,,,
185,21.04.2010 Edged and numbered 4 in blue (part of),Flat 1304 Landmark West Tower (thirteenth floor flat) ,15.02.2010 999 years from 1.1.2009 ,EGL570612   ,,,,
186,21.04.2010 Edged and numbered 4 in blue (part of),Flat 1004 Landmark West Tower (tenth floor flat)  ,18.02.2010 999 years from 1.1.2009 ,EGL570624   ,,,,
187,20.04.2010 Edged and numbered 4 in blue (part of),Flat 1810 Landmark West Tower (eighteenth floor flat) ,25.02.2010 999 years from 1.1.2009 ,EGL570549   ,,,,
188,21.04.2010 Edged and numbered 4 in blue (part of),Flat 1304 Landmark West Tower (thirteenth floor flat) ,15.02.2010 999 years from 1.1.2009 ,EGL570612   ,,,,
189,21.04.2010 Edged and numbered 4 in blue (part of),Flat 1004 Landmark West Tower (tenth floor flat)  ,18.02.2010 999 years from 1.1.2009 ,EGL570624   ,,,,
190,22.04.2010 Edged and numbered 4 in blue (part of),Flat 2606 Landmark West Tower (twenty sixth floor flat) ,12.03.2010 999 years from 1.1.2009 ,EGL570686   ,,,,
191,22.04.2010 Edged and numbered 31 in blue on supplementary plan 1,Parking space 7 Landmark West Tower (basement level)    ,12.03.2010 999 years from 1.1.2009   ,EGL570704     ,,,,
192,26.04.2010 Edged and numbered 4 in blue (part of),Flat 1111 Landmark West Tower (eleventh floor flat)  ,24.12.2009 999 years from 1.1.2009 ,EGL570805   ,,,,
193,28.04.2010 Edged and numbered 4 in blue (part of),Flat 2803 Landmark West Tower (twenty eighth floor flat) ,18.03.2010 999 years from 1.1.2009 ,EGL570889   ,,,,
194,28.04.2010 Edged and numbered 4 in blue (part of),Flat 907 Landmark West Tower (ninth floor flat)  ,14.04.2010 999 years from 1.1.2009 ,EGL570911   ,,,,
195,29.04.2010 Edged and numbered 4 in blue (part of),Flat 310 Landmark West Tower (third floor flat)  ,09.04.2010 999 years from 1.1.2009 ,EGL570959   ,,,,
196,04.05.2010 Edged and numbered 4 in blue (part of),Flat 304 Landmark West Tower (third floor flat)  ,09.04.2010 999 years from 1.1.2009 ,EGL571058   ,,,,
197,04.05.2010 Edged and numbered 4 in blue (part of),Flat 302 Landmark West Tower (third floor flat)  ,21.04.2010 999 years from 1.1.2009 ,EGL571092   ,,,,
198,04.05.2010 Edged and numbered 4 in blue (part of),Flat 408 Landmark West Tower (fourth floor flat)  ,29.04.2010 999 years from 1.1.2009 ,EGL571098   ,,,,
199,04.05.2010 Edged and numbered 32 in blue on supplementary plan 1,Parking space 69 Landmark West Tower  (basement level)   ,29.04.2010 999 years from 1.1.2009   ,EGL571099     ,,,,
200,07.05.2010 Edged and numbered 4 in blue (part of),Flat 1604 Landmark West Tower (sixteenth floor flat) ,12.02.2010 999 years from 1.1.2009 ,EGL571216   ,,,,
201,07.05.2010 Edged and numbered 33 in blue on supplementary plan 1,Parking space 82 Landmark West Tower (basement level)    ,12.02.2010 999 years from 1.1.2009   ,EGL571235     ,,,,
202,10.05.2010 Edged and numbered 4 in blue (part of),Flat 307 Landmark West Tower (third floor flat)  ,23.04.2010 999 years from 1.1.2009 ,EGL571302   ,,,,
203,13.05.2010 Edged and numbered 4 in blue (part of),Flat 3001 Landmark West Tower (thirtieth floor flat) ,22.03.2010 999 years from 1.1.2009 ,EGL571426   ,,,,
204,13.05.2010 Edged and numbered 34 in blue on supplementary plan 1,Parking spaces 1&2 Landmark West Tower (basement level)    ,22.03.2010 999 years from 1.1.2009   ,EGL571428     ,,,,
205,14.05.2010 Edged and numbered 4 in blue (part of),Flat 1101 Landmark West Tower (eleventh floor flat)  ,29.04.2010 999 years from 1.1.2009 ,EGL571483   ,,,,
206,14.05.2010 Edged and numbered 4 in blue (part of),Flat 906 Landmark West Tower (ninth floor flat)  ,19.02.2010 999 years from 1.1.2009 ,EGL571485   ,,,,
207,14.05.2010 Edged and numbered 4 in blue (part of),Flat 905 Landmark West Tower (ninth floor flat)  ,19.02.2010 999 years from 1.1.2009 ,EGL571486   ,,,,
208,17.05.2010 Edged and numbered 4 in blue (part of),Flat 301 Landmark West Tower  (third floor flat)  ,23.03.2010 999 years from 1.1.2009 ,EGL571566   ,,,,
209,17.05.2010 Edged and numbered 4 in blue (part of),Flat 2402 Landmark West Tower (twenty third floor flat) ,30.04.2010 999 years from 1.1.2009 ,EGL571568   ,,,,
210,18.05.2010 Edged and numbered 4 in blue (part of),Flat 1706 Landmark West Tower (seventeenth floor flat) ,02.03.2010 999 years from 1.1.2009 ,EGL571627   ,,,,
211,18.05.2010 Edged and numbered 35 in blue on supplementary title plan,Parking space 66 Landmark West Tower (basement level parking space)   ,02.03.2010 999 years from 1.1.2009   ,EGL571628     ,,,,
212,20.05.2010 Edged and numbered 4 in blue (part of),Flat 2102 Landmark West Tower (twenty first floor flat) ,01.04.2010 999 years from 1.1.2009 ,EGL571692   ,,,,
213,21.05.2010 Edged and numbered 4 in blue (part of),Flat 303 Landmark West Tower (third floor flat)  ,01.04.2010 999 years from 1.1.2009 ,EGL571760   ,,,,
214,26.05.2010 Edged and numbered 4 in blue (part of ),Flat 710 Landmark West Tower (seventh floor flat)   ,18.03.2010 999 years from 1.1.2009  ,EGL571889    ,,,,
215,26.05.2010 Edged and numbered 4 in blue (part of),Flat 2310 Landmark West Tower (twenty third floor flat) ,15.03.2010 999 years from 1.1.2009 ,EGL571890   ,,,,
216,26.05.2010 Edged and numbered 36 in blue on supplementary plan 1,Parking space 8 Landmark West Tower (basement level)    ,15.03.2010 999 years from 1.1.2009   ,EGL571891     ,,,,
217,02.06.2010 Edged and numbered 4 in blue (part of),Flat 1102 Landmark West Tower (eleventh floor flat)  ,06.04.2010 999 years from 1.1.2009 ,EGL572185   ,,,,
218,09.06.2010 Edged and numbered 4 in blue (part of),Flat 2405 Landmark West Tower (twenty fourth floor flat) ,16.04.2010 999 years from 1.1.2009 ,EGL572545   ,,,,
219,09.06.2010 Edged and numbered 37 in blue on supplementary plan 1,Parking space 85 Landmark West Tower (basement level)    ,16.04.2010 999 years from 1.1.2009   ,EGL572546     ,,,,
220,25.06.2010 Edged and numbered 4 in blue (part of),Flat 903 Landmark West Tower (ninth floor flat)  ,27.05.2010 999 years from 1.1.2009 ,EGL573302   ,,,,
221,01.07.2010 Edged and numbered 4 in blue (part of),Flat 2307 Landmark West Tower (twenty third floor flat) ,17.05.2010 999 years from 1.1.2009 ,EGL573586   ,,,,
222,01.07.2010 Edged and numbered 38 in blue on supplementary plan 1,Parking space 19 Landmark West Tower (basement level)    ,17.05.2010 999 years from 1.1.2009   ,EGL573587     ,,,,
223,02.07.2010 Edged and numbered 4 in blue (part of),Flat 405 Landmark West Tower (fourth floor flat)  ,03.06.2010 999 years from 1.1.2009 ,EGL573591   ,,,,
224,02.07.2010 Edged and numbered 4 in blue (part of),Flat 402 Landmark West Tower (fourth floor flat)  ,03.06.2010 999 years from 1.1.2009 ,EGL573592   ,,,,
225,02.07.2010 Edged and numbered 39 in blue on supplementary plan 1,Parking space 28 Landmark West Tower (basement level)    ,03.06.2010 999 years from 1.1.2009   ,EGL573593     ,,,,
226,02.07.2010 Edged and numbered 4 in blue (part of),Flat 2104 Landmark West Tower (twenty first floor flat) ,21.05.2010 999 years from 1.1.2009 ,EGL573594   ,,,,
227,02.07.2010 Edged and numbered 4 in blue (part of),Flat 2810 Landmark West Tower (twenty eighth floor flat) ,21.05.2010 999 years from 1.1.2009 ,EGL573595   ,,,,
228,02.07.2010 Edged and numbered 40 in blue on supplementary plan 1,Parking space 83 Landmark West Tower (basement level)    ,21.05.2010 999 years from 1.1.2009   ,EGL573596     ,,,,
229,08.07.2010 Edged and numbered 4 in blue (part of ),Flat 34 Landmark West Tower (third floor flat)   ,23.04.2010 999 years from 1.1.2009  ,EGL573970    ,,,,
230,09.07.2010 Edged and numbered 4 in blue (part of ),Flat 1310 Landmark West Tower (thirteenth floor flat)  ,18.06.2010 999 years from 1.1.2009  ,EGL574002    ,,,,
231,21.07.2010 Edged and numbered 4 in blue (part of),Flat 1207 Landmark West Tower (twelfth floor flat)  ,15.06.2010 999 years from 1.1.2009 ,EGL574545   ,,,,
232,02.08.2010 Edged and numbered 4 in blue (part of),Flat 2703 Landmark West Tower (twenty seventh floor flat) ,13.07.2010 999 years from 1.1.2009 ,EGL574987   ,,,,
233,04.08.2010 Edged and numbered 4 in blue (part of),Flat 2707 Landmark West Tower (twenty seventh floor flat) ,23.07.2010 999 years from 1.1.2009 ,EGL575113   ,,,,
234,05.08.2010 Edged and numbered 4 in blue (part of),Flat 404 Landmark West Tower (fourth floor flat)  ,23.07.2010 999 years from 1.1.2009 ,EGL575162   ,,,,
235,04.08.2010 Edged and numbered 4 in blue (part of),Flat 708 Landmark West Tower (seventh floor flat)  ,23.07.2010 999 years from 1.1.2009 ,EGL575103   ,,,,
236,17.08.2010 Edged and numbered 42 in blue on supplementary plan 1,Car Parking Space 56 (basement level)    ,14.07.2010 999 years from 1.1.2009   ,EGL575605     ,,,,
237,09.08.2010 Edged and numbered 4 in blue (part of),Flat 1211 Landmark West Tower (twelfth floor flat)  ,26.07.2010 999 years from 1.1.2009 ,EGL575280   ,,,,
238,09.08.2010 Edged and numbered 4 in blue (part of),Flat 510 Landmark West Tower (fifth floor flat)  ,22.07.2010 999 years from 1.1.2009 ,EGL575281   ,,,,
239,09.08.2010 Edged and numbered 4 in blue (part of),Flat 2101 Landmark West Tower (twenty first floor flat) ,09.07.2010 999 years from 1.1.2009 ,EGL575282   ,,,,
240,09.08.2010 Edged and numbered 41 in blue on supplementary plan 1,Parking space 62 Landmark West Tower (basement level)    ,09.07.2010 999 years from 1.1.2009   ,EGL575283     ,,,,
241,10.08.2010 Edged and numbered 4 in blue (part of),Flat 202 Landmark West Tower (second floor flat)  ,02.07.2010 999 years from 1.1.2009 ,EGL575338   ,,,,
242,10.08.2010 Edged and numbered 4 in blue (part of),Flat 702 Landmark West Tower (seventh floor flat)  ,09.07.2010 999 years from 1.1.2009 ,EGL575398   ,,,,
243,11.08.2010 Edged and numbered 4 in blue (part of),Flat 505 Landmark West Tower (fifth floor flat)  ,20.07.2010 999 years from 1.1.2009 ,EGL575401   ,,,,
244,11.08.2010 Edged and numbered 4 in blue (part of),Flat 2503 Landmark West Tower (twenty fifth floor flat) ,23.07.2010 999 years from 1.1.2009 ,EGL575403   ,,,,
245,12.08.2010 Edged and numbered 4 in blue (part of),Flat 2603 Landmark West Tower (twenty sixth floor flat) ,07.07.2010 999 years from 1.1.2009 ,EGL575455   ,,,,
246,13.08.2010 Edged and numbered 4 in blue (part of),Flat 2504 Landmark West Tower (twenty fifth floor flat) ,21.06.2010 999 years from 1.1.2009 ,EGL575509   ,,,,
247,13.08.2010 Edged and numbered 4 in blue (part of),Flat 204 Landmark West Tower (second floor flat)  ,08.06.2010 999 years from 1.1.2009 ,EGL575528   ,,,,
248,17.08.2010 Edged and numbered 4 in blue (part of),Flat 2904 Landmark West Tower (twenty ninth floor flat) ,14.07.2010 999 years from 1.1.2009 ,EGL575604   ,,,,
249,17.08.2010 Edged and numbered 4 in blue (part of),Flat 2201 Landmark West Tower (twenty second floor flat) ,23.07.2010 999 years from 1.1.2009 ,EGL575606   ,,,,
250,17.08.2010 Edged and numbered 43 in blue on supplementary plan 1,Car Parking Space 100 (basement level)    ,23.07.2010 999 years from 1.1.2009   ,EGL575607     ,,,,
251,19.08.2010 Edged and numbered 4 in blue (part of),Flat 2703 Landmark West Tower (twenty seventh floor flat) ,23.07.2010 999 years from 1.1.2009 ,EGL575682   ,,,,
252,19.08.2010 Edged and numbered 44 in blue on supplementary plan 1,Car Parking Space 95 (basement level)    ,23.07.2010 999 years from 1.1.2009   ,EGL575683     ,,,,
253,19.08.2010 Edged and numbered 4 in blue (part of),Flat 2806 Landmark West Tower (twenty eighth floor flat) ,03.06.2010 999 years from 1.1.2009 ,EGL575684   ,,,,
254,19.08.2010 Edged and numbered 45 in blue on supplementary plan 1,Car Parking Space 106 (basement level)    ,03.06.2010 999 years from 1.1.2009   ,EGL575685     ,,,,
255,20.08.2010 Edged and numbered 4 in blue (part of),Flat 2709 Landmark West Tower (twenty seventh floor flat) ,28.07.2010 999 years from 1.1.2009 ,EGL575742   ,,,,
256,20.08.2010 Edged and numbered 4 on blue (part of),Flat 2401 Landmark West Tower (twenty fourth floor flat) ,28.07.2010 999 years from 1.1.2009 ,EGL575743   ,NOTE: See entry in the Charges Register relating to a Deed of Variation dated 21 January 2015.,,,
257,20.08.2010 Edged and numbered 4 in blue (part of),Flat 1803 Landmark West Tower (eighteenth floor flat) ,08.07.2010 999 years from 1.1.2009 ,EGL575744   ,NOTE: See entry in the Charges Register relating to a Deed of Variation dated 10 February 2012.,,,
258,20.08.2010 Edged and numbered 4 in blue (part of),Flat 2708 Landmark West Tower (twenty seventh floor flat) ,28.07.2010 999 years from 1.1.2009 ,EGL575750   ,,,,
259,20.08.2010 Edged and numbered 4 in blue (part of),Flat 2205 Landmark West Tower (twenty second floor flat) ,23.07.2010 999 years from 1.1.2009 ,EGL575778   ,,,,
260,23.08.2010 Edged and numbered 4 in blue (part of),Flat 2608 Landmark West Tower (twenty sixth floor flat) ,28.07.2010 999 years from 1.1.2009 ,EGL575780   ,,,,
261,23.08.2010 Edged and numbered 4 in blue (part of),Flat 205 Landmark West Tower (second floor flat)  ,26.07.2010 999 years from 1.1.2009 ,EGL575781   ,,,,
262,24.08.2010 Edged and numbered 4 in blue (part of ),Flat 1005 Landmark West Tower (tenth floor flat)   ,19.07.2010 999 years from 1.1.2009  ,EGL575844    ,,,,
263,24.08.2010 Edged and numbered 46 in blue on supplementary plan 1,Car Parking Space 67 (basement level)    ,19.07.2010 999 years from 1.1.2009   ,EGL575845     ,,,,
264,24.08.2010 Edged and numbered 4 in blue (part of),Flat 2410 Landmark West Tower (twenty fourth floor flat) ,02.07.2010 999 years from 1.1.2009 ,EGL575846   ,,,,
265,25.08.2010 Edged and numbered 4 in blue (part of),Flat 806 Landmark West Tower (eighth floor flat)  ,30.07.2010 999 years from 1.1.2009 ,EGL575890   ,,,,
266,25.08.2010 Edged and numbered 4 in blue (part of),Flat 410 Landmark West Tower (fourth floor flat)  ,23.07.2010 999 years from 1.1.2009 ,EGL575891   ,,,,
267,25.08.2010 Edged and numbered 4 in blue (part of),Flat 2203 Landmark West Tower (twenty second floor flat) ,26.07.2010 999 years from 1.1.2009 ,EGL575892   ,,,,
268,25.08.2010 Edged and numbered 4 in blue (part of),Flat 1006 Landmark West Tower (tenth floor flat)  ,30.07.2010 999 years from 1.1.2009 ,EGL575902   ,,,,
269,26.08.2010 Edged and numbered 4 in blue (part of),Flat 2107 Landmark West Tower (twenty first floor flat) ,30.07.2010 999 years from 1.1.2009 ,EGL575949   ,,,,
270,26.08.2010 Edged and numbered 4 in blue (part of),Flat 2607 Landmark West Tower (twenty sixth floor flat) ,29.07.2010 999 years from 1.1.2009 ,EGL575950   ,,,,
271,26.08.2010 Edged and numbered 4 in blue (part of),Flat 2705 Landmark West Tower (twenty seventh floor flat) ,30.07.2010 999 years from 1.1.2009 ,EGL575953   ,,,,
